joint_id,member_id,member_group,lane,piece_a,piece_b,joint_type,overlap_length_mm,glue_area_mm2,force_transfer_N,glue_shear_MPa,glue_allow_design_MPa,FS_glue_shear,FS_glue_shear_label,risk_flag
J-M040-L01-P01-02,40,vertical,1,M040-L01-P01,M040-L01-P02,lap_overlap,30.0,210.0,32.04314254192145,0.1525863930567688,1.75,11.468912561219817,11.469,OK
J-M040-L02-P01-02,40,vertical,2,M040-L02-P01,M040-L02-P02,lap_overlap,30.0,210.0,32.04314254192145,0.1525863930567688,1.75,11.468912561219817,11.469,OK
J-M040-L03-P01-02,40,vertical,3,M040-L03-P01,M040-L03-P02,lap_overlap,30.0,210.0,32.04314254192145,0.1525863930567688,1.75,11.468912561219817,11.469,OK
J-M044-L01-P01-02,44,diagonal,1,M044-L01-P01,M044-L01-P02,lap_overlap,30.0,210.0,0.05724276615412985,0.00027258460073395166,1.75,6420.025178561122,6420.025,OK
J-M044-L02-P01-02,44,diagonal,2,M044-L02-P01,M044-L02-P02,lap_overlap,30.0,210.0,0.05724276615412985,0.00027258460073395166,1.75,6420.025178561122,6420.025,OK
J-M044-L03-P01-02,44,diagonal,3,M044-L03-P01,M044-L03-P02,lap_overlap,30.0,210.0,0.05724276615412985,0.00027258460073395166,1.75,6420.025178561122,6420.025,OK
J-M045-L01-P01-02,45,chord_lacing,1,M045-L01-P01,M045-L01-P02,lap_overlap,30.0,210.0,0.057242766154129855,0.0002725846007339517,1.75,6420.02517856112,6420.025,OK
J-M046-L01-P01-02,46,diagonal,1,M046-L01-P01,M046-L01-P02,lap_overlap,30.0,210.0,67.20181251780544,0.32000863103716876,1.75,5.46860250090173,5.469,OK
J-M046-L02-P01-02,46,diagonal,2,M046-L02-P01,M046-L02-P02,lap_overlap,30.0,210.0,67.20181251780544,0.32000863103716876,1.75,5.46860250090173,5.469,OK
J-M046-L03-P01-02,46,diagonal,3,M046-L03-P01,M046-L03-P02,lap_overlap,30.0,210.0,67.20181251780544,0.32000863103716876,1.75,5.46860250090173,5.469,OK
J-M047-L01-P01-02,47,chord_lacing,1,M047-L01-P01,M047-L01-P02,lap_overlap,30.0,210.0,67.20181251780545,0.3200086310371688,1.75,5.468602500901729,5.469,OK
J-M048-L01-P01-02,48,diagonal,1,M048-L01-P01,M048-L01-P02,lap_overlap,30.0,210.0,39.59349997772477,0.18854047608440366,1.75,9.281826567662744,9.282,OK
J-M048-L02-P01-02,48,diagonal,2,M048-L02-P01,M048-L02-P02,lap_overlap,30.0,210.0,39.59349997772477,0.18854047608440366,1.75,9.281826567662744,9.282,OK
J-M048-L03-P01-02,48,diagonal,3,M048-L03-P01,M048-L03-P02,lap_overlap,30.0,210.0,39.59349997772477,0.18854047608440366,1.75,9.281826567662744,9.282,OK
J-M049-L01-P01-02,49,chord_lacing,1,M049-L01-P01,M049-L01-P02,lap_overlap,30.0,210.0,39.59349997772477,0.18854047608440366,1.75,9.281826567662744,9.282,OK
J-M050-L01-P01-02,50,diagonal,1,M050-L01-P01,M050-L01-P02,lap_overlap,30.0,210.0,28.127722293993102,0.13394153473330048,1.75,13.06540203145004,13.065,OK
J-M050-L02-P01-02,50,diagonal,2,M050-L02-P01,M050-L02-P02,lap_overlap,30.0,210.0,28.127722293993102,0.13394153473330048,1.75,13.06540203145004,13.065,OK
J-M050-L03-P01-02,50,diagonal,3,M050-L03-P01,M050-L03-P02,lap_overlap,30.0,210.0,28.127722293993102,0.13394153473330048,1.75,13.06540203145004,13.065,OK
J-M051-L01-P01-02,51,chord_lacing,1,M051-L01-P01,M051-L01-P02,lap_overlap,30.0,210.0,28.127722293993102,0.13394153473330048,1.75,13.06540203145004,13.065,OK
J-M052-L01-P01-02,52,diagonal,1,M052-L01-P01,M052-L01-P02,lap_overlap,30.0,210.0,22.01559772128785,0.10483617962518024,1.75,16.69271053425218,16.693,OK
J-M052-L02-P01-02,52,diagonal,2,M052-L02-P01,M052-L02-P02,lap_overlap,30.0,210.0,22.01559772128785,0.10483617962518024,1.75,16.69271053425218,16.693,OK
J-M052-L03-P01-02,52,diagonal,3,M052-L03-P01,M052-L03-P02,lap_overlap,30.0,210.0,22.01559772128785,0.10483617962518024,1.75,16.69271053425218,16.693,OK
J-M053-L01-P01-02,53,chord_lacing,1,M053-L01-P01,M053-L01-P02,lap_overlap,30.0,210.0,22.01559772128785,0.10483617962518024,1.75,16.69271053425218,16.693,OK
J-M054-L01-P01-02,54,diagonal,1,M054-L01-P01,M054-L01-P02,lap_overlap,30.0,210.0,38.02263355872494,0.1810601598034521,1.75,9.665295788425755,9.665,OK
J-M054-L01-P02-03,54,diagonal,1,M054-L01-P02,M054-L01-P03,lap_overlap,30.0,210.0,38.02263355872494,0.1810601598034521,1.75,9.665295788425755,9.665,OK
J-M054-L02-P01-02,54,diagonal,2,M054-L02-P01,M054-L02-P02,lap_overlap,30.0,210.0,38.02263355872494,0.1810601598034521,1.75,9.665295788425755,9.665,OK
J-M054-L02-P02-03,54,diagonal,2,M054-L02-P02,M054-L02-P03,lap_overlap,30.0,210.0,38.02263355872494,0.1810601598034521,1.75,9.665295788425755,9.665,OK
J-M054-L03-P01-02,54,diagonal,3,M054-L03-P01,M054-L03-P02,lap_overlap,30.0,210.0,38.02263355872494,0.1810601598034521,1.75,9.665295788425755,9.665,OK
J-M054-L03-P02-03,54,diagonal,3,M054-L03-P02,M054-L03-P03,lap_overlap,30.0,210.0,38.02263355872494,0.1810601598034521,1.75,9.665295788425755,9.665,OK
J-M055-L01-P01-02,55,chord_lacing,1,M055-L01-P01,M055-L01-P02,lap_overlap,30.0,210.0,38.02263355872494,0.1810601598034521,1.75,9.665295788425755,9.665,OK
J-M055-L01-P02-03,55,chord_lacing,1,M055-L01-P02,M055-L01-P03,lap_overlap,30.0,210.0,38.02263355872494,0.1810601598034521,1.75,9.665295788425755,9.665,OK
J-M056-L01-P01-02,56,diagonal,1,M056-L01-P01,M056-L01-P02,lap_overlap,30.0,210.0,13.670673766768687,0.06509844650842232,1.75,26.88236192815428,26.882,OK
J-M056-L01-P02-03,56,diagonal,1,M056-L01-P02,M056-L01-P03,lap_overlap,30.0,210.0,13.670673766768687,0.06509844650842232,1.75,26.88236192815428,26.882,OK
J-M056-L02-P01-02,56,diagonal,2,M056-L02-P01,M056-L02-P02,lap_overlap,30.0,210.0,13.670673766768687,0.06509844650842232,1.75,26.88236192815428,26.882,OK
J-M056-L02-P02-03,56,diagonal,2,M056-L02-P02,M056-L02-P03,lap_overlap,30.0,210.0,13.670673766768687,0.06509844650842232,1.75,26.88236192815428,26.882,OK
J-M056-L03-P01-02,56,diagonal,3,M056-L03-P01,M056-L03-P02,lap_overlap,30.0,210.0,13.670673766768687,0.06509844650842232,1.75,26.88236192815428,26.882,OK
J-M056-L03-P02-03,56,diagonal,3,M056-L03-P02,M056-L03-P03,lap_overlap,30.0,210.0,13.670673766768687,0.06509844650842232,1.75,26.88236192815428,26.882,OK
J-M057-L01-P01-02,57,chord_lacing,1,M057-L01-P01,M057-L01-P02,lap_overlap,30.0,210.0,13.670673766768688,0.06509844650842232,1.75,26.88236192815428,26.882,OK
J-M057-L01-P02-03,57,chord_lacing,1,M057-L01-P02,M057-L01-P03,lap_overlap,30.0,210.0,13.670673766768688,0.06509844650842232,1.75,26.88236192815428,26.882,OK
J-M058-L01-P01-02,58,diagonal,1,M058-L01-P01,M058-L01-P02,lap_overlap,30.0,210.0,10.566762900987364,0.0503179185761303,1.75,34.7788630674831,34.779,OK
J-M058-L01-P02-03,58,diagonal,1,M058-L01-P02,M058-L01-P03,lap_overlap,30.0,210.0,10.566762900987364,0.0503179185761303,1.75,34.7788630674831,34.779,OK
J-M058-L02-P01-02,58,diagonal,2,M058-L02-P01,M058-L02-P02,lap_overlap,30.0,210.0,10.566762900987364,0.0503179185761303,1.75,34.7788630674831,34.779,OK
J-M058-L02-P02-03,58,diagonal,2,M058-L02-P02,M058-L02-P03,lap_overlap,30.0,210.0,10.566762900987364,0.0503179185761303,1.75,34.7788630674831,34.779,OK
J-M058-L03-P01-02,58,diagonal,3,M058-L03-P01,M058-L03-P02,lap_overlap,30.0,210.0,10.566762900987364,0.0503179185761303,1.75,34.7788630674831,34.779,OK
J-M058-L03-P02-03,58,diagonal,3,M058-L03-P02,M058-L03-P03,lap_overlap,30.0,210.0,10.566762900987364,0.0503179185761303,1.75,34.7788630674831,34.779,OK
J-M059-L01-P01-02,59,chord_lacing,1,M059-L01-P01,M059-L01-P02,lap_overlap,30.0,210.0,10.566762900987364,0.0503179185761303,1.75,34.7788630674831,34.779,OK
J-M059-L01-P02-03,59,chord_lacing,1,M059-L01-P02,M059-L01-P03,lap_overlap,30.0,210.0,10.566762900987364,0.0503179185761303,1.75,34.7788630674831,34.779,OK
J-M060-L01-P01-02,60,diagonal,1,M060-L01-P01,M060-L01-P02,lap_overlap,30.0,210.0,34.68967887697784,0.16518894703322778,1.75,10.593929142535107,10.594,OK
J-M060-L01-P02-03,60,diagonal,1,M060-L01-P02,M060-L01-P03,lap_overlap,30.0,210.0,34.68967887697784,0.16518894703322778,1.75,10.593929142535107,10.594,OK
J-M060-L02-P01-02,60,diagonal,2,M060-L02-P01,M060-L02-P02,lap_overlap,30.0,210.0,34.68967887697784,0.16518894703322778,1.75,10.593929142535107,10.594,OK
J-M060-L02-P02-03,60,diagonal,2,M060-L02-P02,M060-L02-P03,lap_overlap,30.0,210.0,34.68967887697784,0.16518894703322778,1.75,10.593929142535107,10.594,OK
J-M060-L03-P01-02,60,diagonal,3,M060-L03-P01,M060-L03-P02,lap_overlap,30.0,210.0,34.68967887697784,0.16518894703322778,1.75,10.593929142535107,10.594,OK
J-M060-L03-P02-03,60,diagonal,3,M060-L03-P02,M060-L03-P03,lap_overlap,30.0,210.0,34.68967887697784,0.16518894703322778,1.75,10.593929142535107,10.594,OK
J-M061-L01-P01-02,61,chord_lacing,1,M061-L01-P01,M061-L01-P02,lap_overlap,30.0,210.0,34.68967887697784,0.16518894703322778,1.75,10.593929142535107,10.594,OK
J-M061-L01-P02-03,61,chord_lacing,1,M061-L01-P02,M061-L01-P03,lap_overlap,30.0,210.0,34.68967887697784,0.16518894703322778,1.75,10.593929142535107,10.594,OK
J-M062-L01-P01-02,62,diagonal,1,M062-L01-P01,M062-L01-P02,lap_overlap,30.0,210.0,19.87407876659422,0.09463847031711534,1.75,18.49142314046377,18.491,OK
J-M062-L02-P01-02,62,diagonal,2,M062-L02-P01,M062-L02-P02,lap_overlap,30.0,210.0,19.87407876659422,0.09463847031711534,1.75,18.49142314046377,18.491,OK
J-M062-L03-P01-02,62,diagonal,3,M062-L03-P01,M062-L03-P02,lap_overlap,30.0,210.0,19.87407876659422,0.09463847031711534,1.75,18.49142314046377,18.491,OK
J-M063-L01-P01-02,63,chord_lacing,1,M063-L01-P01,M063-L01-P02,lap_overlap,30.0,210.0,19.874078766594224,0.09463847031711535,1.75,18.491423140463766,18.491,OK
J-M064-L01-P01-02,64,diagonal,1,M064-L01-P01,M064-L01-P02,lap_overlap,30.0,210.0,25.28330629571943,0.120396696646283,1.75,14.535282518102441,14.535,OK
J-M064-L02-P01-02,64,diagonal,2,M064-L02-P01,M064-L02-P02,lap_overlap,30.0,210.0,25.28330629571943,0.120396696646283,1.75,14.535282518102441,14.535,OK
J-M064-L03-P01-02,64,diagonal,3,M064-L03-P01,M064-L03-P02,lap_overlap,30.0,210.0,25.28330629571943,0.120396696646283,1.75,14.535282518102441,14.535,OK
J-M065-L01-P01-02,65,chord_lacing,1,M065-L01-P01,M065-L01-P02,lap_overlap,30.0,210.0,25.283306295719434,0.12039669664628302,1.75,14.535282518102438,14.535,OK
J-M066-L01-P01-02,66,diagonal,1,M066-L01-P01,M066-L01-P02,lap_overlap,30.0,210.0,34.955776621575644,0.1664560791503602,1.75,10.513283797939398,10.513,OK
J-M066-L02-P01-02,66,diagonal,2,M066-L02-P01,M066-L02-P02,lap_overlap,30.0,210.0,34.955776621575644,0.1664560791503602,1.75,10.513283797939398,10.513,OK
J-M066-L03-P01-02,66,diagonal,3,M066-L03-P01,M066-L03-P02,lap_overlap,30.0,210.0,34.955776621575644,0.1664560791503602,1.75,10.513283797939398,10.513,OK
J-M067-L01-P01-02,67,chord_lacing,1,M067-L01-P01,M067-L01-P02,lap_overlap,30.0,210.0,34.955776621575644,0.1664560791503602,1.75,10.513283797939398,10.513,OK
J-M068-L01-P01-02,68,diagonal,1,M068-L01-P01,M068-L01-P02,lap_overlap,30.0,210.0,57.17061332863174,0.2722410158506273,1.75,6.42812764466096,6.428,OK
J-M068-L02-P01-02,68,diagonal,2,M068-L02-P01,M068-L02-P02,lap_overlap,30.0,210.0,57.17061332863174,0.2722410158506273,1.75,6.42812764466096,6.428,OK
J-M068-L03-P01-02,68,diagonal,3,M068-L03-P01,M068-L03-P02,lap_overlap,30.0,210.0,57.17061332863174,0.2722410158506273,1.75,6.42812764466096,6.428,OK
J-M069-L01-P01-02,69,chord_lacing,1,M069-L01-P01,M069-L01-P02,lap_overlap,30.0,210.0,57.170613328631745,0.2722410158506274,1.75,6.428127644660958,6.428,OK
J-M070-L01-P01-02,70,diagonal,1,M070-L01-P01,M070-L01-P02,lap_overlap,30.0,210.0,0.055999668506070716,0.00026666508812414624,1.75,6562.538847174796,6562.539,OK
J-M070-L02-P01-02,70,diagonal,2,M070-L02-P01,M070-L02-P02,lap_overlap,30.0,210.0,0.055999668506070716,0.00026666508812414624,1.75,6562.538847174796,6562.539,OK
J-M070-L03-P01-02,70,diagonal,3,M070-L03-P01,M070-L03-P02,lap_overlap,30.0,210.0,0.055999668506070716,0.00026666508812414624,1.75,6562.538847174796,6562.539,OK
J-M071-L01-P01-02,71,chord_lacing,1,M071-L01-P01,M071-L01-P02,lap_overlap,30.0,210.0,0.055999668506070716,0.00026666508812414624,1.75,6562.538847174796,6562.539,OK
J-M103-L01-P01-02,103,vertical,1,M103-L01-P01,M103-L01-P02,lap_overlap,30.0,210.0,32.043642552674626,0.15258877406035537,1.75,11.468733599680146,11.469,OK
J-M103-L02-P01-02,103,vertical,2,M103-L02-P01,M103-L02-P02,lap_overlap,30.0,210.0,32.043642552674626,0.15258877406035537,1.75,11.468733599680146,11.469,OK
J-M103-L03-P01-02,103,vertical,3,M103-L03-P01,M103-L03-P02,lap_overlap,30.0,210.0,32.043642552674626,0.15258877406035537,1.75,11.468733599680146,11.469,OK
J-M104-L01-P01-02,104,vertical,1,M104-L01-P01,M104-L01-P02,lap_overlap,30.0,210.0,24.88422950179877,0.11849633096094653,1.75,14.768389753576058,14.768,OK
J-M104-L02-P01-02,104,vertical,2,M104-L02-P01,M104-L02-P02,lap_overlap,30.0,210.0,24.88422950179877,0.11849633096094653,1.75,14.768389753576058,14.768,OK
J-M104-L03-P01-02,104,vertical,3,M104-L03-P01,M104-L03-P02,lap_overlap,30.0,210.0,24.88422950179877,0.11849633096094653,1.75,14.768389753576058,14.768,OK
J-M105-L01-P01-02,105,vertical,1,M105-L01-P01,M105-L01-P02,lap_overlap,30.0,210.0,20.17734029809185,0.09608257284805642,1.75,18.21350061855051,18.214,OK
J-M105-L01-P02-03,105,vertical,1,M105-L01-P02,M105-L01-P03,lap_overlap,30.0,210.0,20.17734029809185,0.09608257284805642,1.75,18.21350061855051,18.214,OK
J-M105-L02-P01-02,105,vertical,2,M105-L02-P01,M105-L02-P02,lap_overlap,30.0,210.0,20.17734029809185,0.09608257284805642,1.75,18.21350061855051,18.214,OK
J-M105-L02-P02-03,105,vertical,2,M105-L02-P02,M105-L02-P03,lap_overlap,30.0,210.0,20.17734029809185,0.09608257284805642,1.75,18.21350061855051,18.214,OK
J-M105-L03-P01-02,105,vertical,3,M105-L03-P01,M105-L03-P02,lap_overlap,30.0,210.0,20.17734029809185,0.09608257284805642,1.75,18.21350061855051,18.214,OK
J-M105-L03-P02-03,105,vertical,3,M105-L03-P02,M105-L03-P03,lap_overlap,30.0,210.0,20.17734029809185,0.09608257284805642,1.75,18.21350061855051,18.214,OK
J-M106-L01-P01-02,106,vertical,1,M106-L01-P01,M106-L01-P02,lap_overlap,30.0,210.0,36.48041000921331,0.173716238139111,1.75,10.073899934435662,10.074,OK
J-M106-L01-P02-03,106,vertical,1,M106-L01-P02,M106-L01-P03,lap_overlap,30.0,210.0,36.48041000921331,0.173716238139111,1.75,10.073899934435662,10.074,OK
J-M106-L02-P01-02,106,vertical,2,M106-L02-P01,M106-L02-P02,lap_overlap,30.0,210.0,36.48041000921331,0.173716238139111,1.75,10.073899934435662,10.074,OK
J-M106-L02-P02-03,106,vertical,2,M106-L02-P02,M106-L02-P03,lap_overlap,30.0,210.0,36.48041000921331,0.173716238139111,1.75,10.073899934435662,10.074,OK
J-M106-L03-P01-02,106,vertical,3,M106-L03-P01,M106-L03-P02,lap_overlap,30.0,210.0,36.48041000921331,0.173716238139111,1.75,10.073899934435662,10.074,OK
J-M106-L03-P02-03,106,vertical,3,M106-L03-P02,M106-L03-P03,lap_overlap,30.0,210.0,36.48041000921331,0.173716238139111,1.75,10.073899934435662,10.074,OK
J-M107-L01-P01-02,107,vertical,1,M107-L01-P01,M107-L01-P02,lap_overlap,30.0,210.0,25.62247248853345,0.12201177375492119,1.75,14.342878118591535,14.343,OK
J-M107-L01-P02-03,107,vertical,1,M107-L01-P02,M107-L01-P03,lap_overlap,30.0,210.0,25.62247248853345,0.12201177375492119,1.75,14.342878118591535,14.343,OK
J-M107-L02-P01-02,107,vertical,2,M107-L02-P01,M107-L02-P02,lap_overlap,30.0,210.0,25.62247248853345,0.12201177375492119,1.75,14.342878118591535,14.343,OK
J-M107-L02-P02-03,107,vertical,2,M107-L02-P02,M107-L02-P03,lap_overlap,30.0,210.0,25.62247248853345,0.12201177375492119,1.75,14.342878118591535,14.343,OK
J-M107-L03-P01-02,107,vertical,3,M107-L03-P01,M107-L03-P02,lap_overlap,30.0,210.0,25.62247248853345,0.12201177375492119,1.75,14.342878118591535,14.343,OK
J-M107-L03-P02-03,107,vertical,3,M107-L03-P02,M107-L03-P03,lap_overlap,30.0,210.0,25.62247248853345,0.12201177375492119,1.75,14.342878118591535,14.343,OK
J-M108-L01-P01-02,108,vertical,1,M108-L01-P01,M108-L01-P02,lap_overlap,30.0,210.0,40.387014418816996,0.19231911628008094,1.75,9.099459449737772,9.099,OK
J-M108-L01-P02-03,108,vertical,1,M108-L01-P02,M108-L01-P03,lap_overlap,30.0,210.0,40.387014418816996,0.19231911628008094,1.75,9.099459449737772,9.099,OK
J-M108-L02-P01-02,108,vertical,2,M108-L02-P01,M108-L02-P02,lap_overlap,30.0,210.0,40.387014418816996,0.19231911628008094,1.75,9.099459449737772,9.099,OK
J-M108-L02-P02-03,108,vertical,2,M108-L02-P02,M108-L02-P03,lap_overlap,30.0,210.0,40.387014418816996,0.19231911628008094,1.75,9.099459449737772,9.099,OK
J-M108-L03-P01-02,108,vertical,3,M108-L03-P01,M108-L03-P02,lap_overlap,30.0,210.0,40.387014418816996,0.19231911628008094,1.75,9.099459449737772,9.099,OK
J-M108-L03-P02-03,108,vertical,3,M108-L03-P02,M108-L03-P03,lap_overlap,30.0,210.0,40.387014418816996,0.19231911628008094,1.75,9.099459449737772,9.099,OK
J-M109-L01-P01-02,109,vertical,1,M109-L01-P01,M109-L01-P02,lap_overlap,30.0,210.0,22.52698266847986,0.10727134604038029,1.75,16.31376937641153,16.314,OK
J-M109-L01-P02-03,109,vertical,1,M109-L01-P02,M109-L01-P03,lap_overlap,30.0,210.0,22.52698266847986,0.10727134604038029,1.75,16.31376937641153,16.314,OK
J-M109-L02-P01-02,109,vertical,2,M109-L02-P01,M109-L02-P02,lap_overlap,30.0,210.0,22.52698266847986,0.10727134604038029,1.75,16.31376937641153,16.314,OK
J-M109-L02-P02-03,109,vertical,2,M109-L02-P02,M109-L02-P03,lap_overlap,30.0,210.0,22.52698266847986,0.10727134604038029,1.75,16.31376937641153,16.314,OK
J-M109-L03-P01-02,109,vertical,3,M109-L03-P01,M109-L03-P02,lap_overlap,30.0,210.0,22.52698266847986,0.10727134604038029,1.75,16.31376937641153,16.314,OK
J-M109-L03-P02-03,109,vertical,3,M109-L03-P02,M109-L03-P03,lap_overlap,30.0,210.0,22.52698266847986,0.10727134604038029,1.75,16.31376937641153,16.314,OK
J-M110-L01-P01-02,110,vertical,1,M110-L01-P01,M110-L01-P02,lap_overlap,30.0,210.0,27.955009690904458,0.1331190937662117,1.75,13.146123147994155,13.146,OK
