member_id,i,j,group,n_sticks,L_mm,A_mm2,Iy_mm4,Iz_mm4,Ky,Kz,N_N,sigma_axial_MPa,state,tension_capacity_N,compression_capacity_N,Pcr_y_N,Pcr_z_N,Pcr_min_N,FS_tension,FS_compression_direct,FS_buckling_y,FS_buckling_z,FS_min,FS_min_label,governing_mode,report_mode,member_role,risk_flag
222,42,43,cross_frame_bracing,1,250.02222123465566,10.5,1.96875,42.875,1.0,1.0,-12.40424110887423,-1.18135629608326,compression,706.0788,39.2266,1.8650236720419704,40.61607108002513,1.8650236720419704,,3.1623538800722395,0.15035371012803814,3.2743696872328307,0.15035371012803814,0.150,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
209,17,20,cross_frame_bracing,1,250.0222212346557,10.5,1.96875,42.875,1.0,1.0,-12.404073041746344,-1.181340289690128,compression,706.0788,39.2266,1.86502367204197,40.61607108002512,1.86502367204197,,3.1623967279119927,0.15035574732309034,3.2744140528139676,0.15035574732309034,0.150,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
210,18,19,cross_frame_bracing,1,250.0222212346557,10.5,1.96875,42.875,1.0,1.0,-12.147586678569017,-1.156913017006573,compression,706.0788,39.2266,1.86502367204197,40.61607108002512,1.86502367204197,,3.2291681498518754,0.15353038602575086,3.3435506290052412,0.15353038602575086,0.154,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
221,41,44,cross_frame_bracing,1,250.02222123465566,10.5,1.96875,42.875,1.0,1.0,-12.14741861144115,-1.1568970106134429,compression,706.0788,39.2266,1.8650236720419704,40.61607108002513,1.8650236720419704,,3.229212827411257,0.15353251021458847,3.343596889117704,0.15353251021458847,0.154,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
224,46,47,cross_frame_bracing,1,224.52418825398547,10.5,1.96875,42.875,1.0,1.0,-12.735676240251147,-1.2129215466905854,compression,706.0788,39.2266,2.3126786817077636,50.36500240163574,2.3126786817077636,,3.080056312677312,0.18159056795103937,3.9546390353781913,0.18159056795103937,0.182,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
207,13,16,cross_frame_bracing,1,224.5241882539855,10.5,1.96875,42.875,1.0,1.0,-12.735467779126205,-1.2129016932501149,compression,706.0788,39.2266,2.3126786817077636,50.365002401635735,2.3126786817077636,,3.080106728729157,0.18159354032509978,3.9547037670799505,0.18159354032509978,0.182,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
208,14,15,cross_frame_bracing,1,224.5241882539855,10.5,1.96875,42.875,1.0,1.0,-11.223292982135698,-1.0688850459176855,compression,706.0788,39.2266,2.3126786817077636,50.365002401635735,2.3126786817077636,,3.495106121032181,0.20606061744880871,4.487542335551834,0.20606061744880871,0.206,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
223,45,48,cross_frame_bracing,1,224.52418825398547,10.5,1.96875,42.875,1.0,1.0,-11.22308452101082,-1.068865192477221,compression,706.0788,39.2266,2.3126786817077636,50.36500240163574,2.3126786817077636,,3.4951710402397476,0.2060644448839515,4.487625688583833,0.2060644448839515,0.206,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
205,9,12,cross_frame_bracing,1,202.48456731316588,10.5,1.96875,42.875,1.0,1.0,-13.221491994360738,-1.2591897137486416,compression,706.0788,39.2266,2.843529316777269,61.92574956537163,2.843529316777269,,2.96688149996468,0.21506871675224687,4.683718720382265,0.21506871675224687,0.215,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
226,50,51,cross_frame_bracing,1,202.48456731316588,10.5,1.96875,42.875,1.0,1.0,-13.221477986883697,-1.2591883797032093,compression,706.0788,39.2266,2.843529316777269,61.92574956537163,2.843529316777269,,2.9668846432232883,0.21506894460650908,4.683723682541753,0.21506894460650908,0.215,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
186,26,32,top_bracing,1,197.2308292331602,10.5,1.96875,42.875,1.0,1.0,-12.916024604945587,-1.2300975814233892,compression,706.0788,39.2266,2.99703604081923,65.26878488895211,2.99703604081923,,3.0370490301621142,0.2320401309603928,5.053318407581887,0.2320401309603928,0.232,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
188,30,36,top_bracing,1,197.2308292331602,10.5,1.96875,42.875,1.0,1.0,-12.915979212978288,-1.2300932583788846,compression,706.0788,39.2266,2.99703604081923,65.26878488895211,2.99703604081923,,3.0370597035789717,0.23204094644312648,5.053336166983644,0.23204094644312648,0.232,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
182,18,24,top_bracing,1,200.61018031108102,10.5,1.96875,42.875,1.0,1.0,-12.327483351337298,-1.174046033460695,compression,706.0788,39.2266,2.8969141852313984,63.08835336726157,2.8969141852313984,,3.18204445157451,0.23499639810238626,5.117699336451968,0.23499639810238626,0.235,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
192,38,44,top_bracing,1,200.61018031108102,10.5,1.96875,42.875,1.0,1.0,-12.327252265122073,-1.1740240252497212,compression,706.0788,39.2266,2.8969141852313984,63.08835336726157,2.8969141852313984,,3.1821041020621594,0.2350008033361773,5.117795272654528,0.2350008033361773,0.235,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
184,22,28,top_bracing,1,197.2308292331602,10.5,1.96875,42.875,1.0,1.0,-12.542199189801837,-1.1944951609335082,compression,706.0788,39.2266,2.99703604081923,65.26878488895211,2.99703604081923,,3.127569527989594,0.2389561826809563,5.203934645051937,0.2389561826809563,0.239,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
190,34,40,top_bracing,1,197.2308292331602,10.5,1.96875,42.875,1.0,1.0,-12.542070954800922,-1.1944829480762782,compression,706.0788,39.2266,2.99703604081923,65.26878488895211,2.99703604081923,,3.1276015054742317,0.23895862586170494,5.203987852099352,0.23895862586170494,0.239,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
180,14,20,top_bracing,1,200.61018031108102,10.5,1.96875,42.875,1.0,1.0,-12.121686541316882,-1.1544463372682745,compression,706.0788,39.2266,2.8969141852313984,63.08835336726157,2.8969141852313984,,3.2360678414093424,0.2389860664485292,5.204585447101303,0.2389860664485292,0.239,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
194,42,48,top_bracing,1,200.61018031108102,10.5,1.96875,42.875,1.0,1.0,-12.121185751259402,-1.1543986429770858,compression,706.0788,39.2266,2.8969141852313984,63.08835336726157,2.8969141852313984,,3.236201540424733,0.23899594022230097,5.204800475952332,0.23899594022230097,0.239,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
178,10,16,top_bracing,1,200.61018031108102,10.5,1.96875,42.875,1.0,1.0,-10.77057305530366,-1.0257688624098722,compression,706.0788,39.2266,2.8969141852313984,63.08835336726157,2.8969141852313984,,3.6420160560244272,0.2689656502357501,5.857474160689669,0.2689656502357501,0.269,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
196,46,52,top_bracing,1,200.61018031108102,10.5,1.96875,42.875,1.0,1.0,-10.769699749267668,-1.0256856904064446,compression,706.0788,39.2266,2.8969141852313984,63.08835336726157,2.8969141852313984,,3.6423113840910357,0.26898746043764005,5.857949138419716,0.26898746043764005,0.269,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
203,5,8,cross_frame_bracing,1,185.14258769331755,10.5,1.96875,42.875,1.0,1.0,-11.054325427452873,-1.0527928978526546,compression,706.0788,39.2266,3.40117445021333,74.07002136020141,3.40117445021333,,3.548529510682096,0.3076781548122946,6.7005464825788605,0.3076781548122946,0.308,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
228,54,55,cross_frame_bracing,1,185.14258769331752,10.5,1.96875,42.875,1.0,1.0,-11.050223362086259,-1.052402224960596,compression,706.0788,39.2266,3.401174450213331,74.07002136020144,3.401174450213331,,3.5498467962727314,0.3077923711373013,6.703033860323451,0.3077923711373013,0.308,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
225,49,52,cross_frame_bracing,1,202.48456731316588,10.5,1.96875,42.875,1.0,1.0,-8.227227730612292,-0.7835454981535516,compression,706.0788,39.2266,2.843529316777269,61.92574956537163,2.843529316777269,,4.767900109783476,0.345624238186202,7.526927853832843,0.345624238186202,0.346,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
206,10,11,cross_frame_bracing,1,202.48456731316588,10.5,1.96875,42.875,1.0,1.0,-8.227213723135186,-0.783544164108113,compression,706.0788,39.2266,2.843529316777269,61.92574956537163,2.843529316777269,,4.767908227507638,0.34562482663859506,7.526940669018292,0.34562482663859506,0.346,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
176,6,12,top_bracing,1,200.61018031108102,10.5,1.96875,42.875,1.0,1.0,-5.822526506330321,-0.554526333936221,compression,706.0788,39.2266,2.8969141852313984,63.08835336726157,2.8969141852313984,,6.737041034910252,0.4975355942273236,10.835219607617269,0.4975355942273236,0.498,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
198,50,56,top_bracing,1,200.61018031108102,10.5,1.96875,42.875,1.0,1.0,-5.821680955915745,-0.5544458053253091,compression,706.0788,39.2266,2.8969141852313984,63.08835336726157,2.8969141852313984,,6.738019533712095,0.49760785710657623,10.836793332543216,0.49760785710657623,0.498,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
108,35,36,vertical,3,220.0,31.5,53.15625,128.625,1.0,1.0,-121.16104325645098,-3.8463823256016183,compression,2118.2364,161.809725,65.03692053042225,157.37328918472545,65.03692053042225,,1.3354929988305853,0.5367807901155514,1.298876973612939,0.5367807901155514,0.537,buckling_y,buckling_y,primary,CRITICAL
35,25,26,vertical,3,220.0,31.5,53.15625,128.625,1.0,1.0,-121.1609464208465,-3.8463792514554442,compression,2118.2364,161.809725,65.03692053042225,157.37328918472545,65.03692053042225,,1.335494066198212,0.5367812191274881,1.2988780117158971,0.5367812191274881,0.537,buckling_y,buckling_y,primary,CRITICAL
14,26,30,top_chord,5,100.0,52.5,1824.24375,2028.775,0.8,0.8,-481.4178898133914,-9.169864567874122,compression,3530.3940000000002,269.68287499999997,16879.27888468102,18771.756252018808,16879.27888468102,,0.5601845729175856,35.06159459762456,38.99264370772588,0.5601845729175856,0.560,compression_direct,compression_direct,primary,CRITICAL
87,32,36,top_chord,5,100.0,52.5,1824.24375,2028.775,0.8,0.8,-481.4168374593382,-9.169844523035014,compression,3530.3940000000002,269.68287499999997,16879.27888468102,18771.756252018808,16879.27888468102,,0.5601857974541203,35.06167124058409,38.9927289437697,0.5601857974541203,0.560,compression_direct,compression_direct,primary,CRITICAL
16,30,34,top_chord,5,100.0,52.5,1824.24375,2028.775,0.8,0.8,-474.86922839813644,-9.045128159964504,compression,3530.3940000000002,269.68287499999997,16879.27888468102,18771.756252018808,16879.27888468102,,0.5679097715169162,35.54510984343929,39.530369898553054,0.5679097715169162,0.568,compression_direct,compression_direct,primary,CRITICAL
85,28,32,top_chord,5,100.0,52.5,1824.24375,2028.775,0.8,0.8,-474.86815302944245,-9.045107676751284,compression,3530.3940000000002,269.68287499999997,16879.27888468102,18771.756252018808,16879.27888468102,,0.5679110575841865,35.54519033756826,39.53045941755318,0.5679110575841865,0.568,compression_direct,compression_direct,primary,CRITICAL
12,22,26,top_chord,5,100.0,52.5,1824.24375,2028.775,0.8,0.8,-465.3387140222075,-8.863594552803953,compression,3530.3940000000002,269.68287499999997,16879.27888468102,18771.756252018808,16879.27888468102,,0.5795410243625889,36.273102529516784,40.339983943659064,0.5795410243625889,0.580,compression_direct,compression_direct,primary,CRITICAL
89,36,40,top_chord,5,100.0,52.5,1824.24375,2028.775,0.8,0.8,-465.3376156388722,-8.863573631216614,compression,3530.3940000000002,269.68287499999997,16879.27888468102,18771.756252018808,16879.27888468102,,0.5795423923117551,36.273188148581305,40.340079162194215,0.5795423923117551,0.580,compression_direct,compression_direct,primary,CRITICAL
106,27,28,vertical,3,220.0,31.5,53.15625,128.625,1.0,1.0,-109.44123002763992,-3.47432476278222,compression,2118.2364,161.809725,65.03692053042225,157.37328918472545,65.03692053042225,,1.478507916615467,0.5942634280882704,1.4379707642629753,0.5942634280882704,0.594,buckling_y,buckling_y,primary,CRITICAL
37,33,34,vertical,3,220.0,31.5,53.15625,128.625,1.0,1.0,-109.44113319203773,-3.474321688636118,compression,2118.2364,161.809725,65.03692053042225,157.37328918472545,65.03692053042225,,1.4785092248274736,0.5942639539038869,1.4379720366069362,0.5942639539038869,0.594,buckling_y,buckling_y,primary,CRITICAL
18,34,38,top_chord,5,100.0,52.5,1824.24375,2028.775,0.8,0.8,-451.01991559462294,-8.590855535135676,compression,3530.3940000000002,269.68287499999997,16879.27888468102,18771.756252018808,16879.27888468102,,0.5979400591312051,37.42468636318963,41.620681488688135,0.5979400591312051,0.598,compression_direct,compression_direct,primary,CRITICAL
83,24,28,top_chord,5,100.0,52.5,1824.24375,2028.775,0.8,0.8,-451.0187521935629,-8.590833375115484,compression,3530.3940000000002,269.68287499999997,16879.27888468102,18771.756252018808,16879.27888468102,,0.5979416015151864,37.42478290001781,41.620788849068894,0.5979416015151864,0.598,compression_direct,compression_direct,primary,CRITICAL
10,18,22,top_chord,5,106.51030205780305,52.5,1824.24375,2028.775,0.8,0.8,-435.37401429713947,-8.292838367564562,compression,3530.3940000000002,269.68287499999997,14878.894217642426,16547.091701093952,14878.894217642426,,0.6194280461027778,34.1749707815306,38.00661306763404,0.6194280461027778,0.619,compression_direct,compression_direct,primary,CRITICAL
91,40,44,top_chord,5,106.51030205780306,52.5,1824.24375,2028.775,0.8,0.8,-435.3727059045779,-8.292813445801483,compression,3530.3940000000002,269.68287499999997,14878.894217642423,16547.09170109395,14878.894217642423,,0.6194299076228891,34.17507348497744,38.00672728602475,0.6194299076228891,0.619,compression_direct,compression_direct,primary,CRITICAL
227,53,56,cross_frame_bracing,1,185.14258769331752,10.5,1.96875,42.875,1.0,1.0,-5.3429800890310055,-0.5088552465743815,compression,706.0788,39.2266,3.401174450213331,74.07002136020144,3.401174450213331,,7.341708062983644,0.6365688049625808,13.863053974740652,0.6365688049625808,0.637,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
204,6,7,cross_frame_bracing,1,185.14258769331755,10.5,1.96875,42.875,1.0,1.0,-5.338878023664372,-0.5084645736823211,compression,706.0788,39.2266,3.40117445021333,74.07002136020141,3.40117445021333,,7.347348979716262,0.6370579052635693,13.873705492406621,0.6370579052635693,0.637,buckling_y,travamento: compressão deve ser interpretada com cautela,stabilizer,STABILIZER_COMPRESSION
20,38,42,top_chord,5,106.51030205780306,52.5,1824.24375,2028.775,0.8,0.8,-412.68084549728275,-7.860587533281576,compression,3530.3940000000002,269.68287499999997,14878.894217642423,16547.09170109395,14878.894217642423,,0.6534901678681757,36.0542399289535,40.09658282335496,0.6534901678681757,0.653,compression_direct,compression_direct,primary,CRITICAL
81,20,24,top_chord,5,106.51030205780305,52.5,1824.24375,2028.775,0.8,0.8,-412.6794144137288,-7.860560274547216,compression,3530.3940000000002,269.68287499999997,14878.894217642426,16547.091701093952,14878.894217642426,,0.6534924340316896,36.05436495731211,40.09672186969031,0.6534924340316896,0.653,compression_direct,compression_direct,primary,CRITICAL
8,14,18,top_chord,5,106.51030205780305,52.5,1824.24375,2028.775,0.8,0.8,-397.0048819690408,-7.561997751791253,compression,3530.3940000000002,269.68287499999997,14878.894217642426,16547.091701093952,14878.894217642426,,0.67929359876494,37.47786209541552,41.67981919775063,0.67929359876494,0.679,compression_direct,compression_direct,primary,CRITICAL
93,44,48,top_chord,5,106.51030205780305,52.5,1824.24375,2028.775,0.8,0.8,-397.00304197777865,-7.561962704338641,compression,3530.3940000000002,269.68287499999997,14878.894217642426,16547.091701093952,14878.894217642426,,0.6792967470891441,37.47803579418225,41.68001237134132,0.6792967470891441,0.679,compression_direct,compression_direct,primary,CRITICAL
30,5,6,vertical,3,73.33333333333333,31.5,53.15625,128.625,1.0,1.0,-236.46498335506294,-7.5068248684146965,compression,2118.2364,161.809725,585.3322847738003,1416.3596026625291,585.3322847738003,,0.6842862004520784,2.4753444525648742,5.989722379045868,0.6842862004520784,0.684,compression_direct,compression_direct,primary,CRITICAL
113,55,56,vertical,3,73.33333333333331,31.5,53.15625,128.625,1.0,1.0,-236.4636676555707,-7.506783100176848,compression,2118.2364,161.809725,585.3322847738007,1416.3596026625298,585.3322847738007,,0.6842900078657729,2.4753582255451883,5.989755706257492,0.6842900078657729,0.684,compression_direct,compression_direct,primary,CRITICAL
22,42,46,top_chord,5,106.51030205780305,52.5,1824.24375,2028.775,0.8,0.8,-365.7000686385654,-6.965715593115532,compression,3530.3940000000002,269.68287499999997,14878.894217642426,16547.091701093952,14878.894217642426,,0.7374427792807917,40.68605803940325,45.24771286671001,0.7374427792807917,0.737,compression_direct,compression_direct,primary,CRITICAL
79,16,20,top_chord,5,106.51030205780305,52.5,1824.24375,2028.775,0.8,0.8,-365.6979627619951,-6.965675481180859,compression,3530.3940000000002,269.68287499999997,14878.894217642426,16547.091701093952,14878.894217642426,,0.7374470258548199,40.68629233060826,45.24797342626486,0.7374470258548199,0.737,compression_direct,compression_direct,primary,CRITICAL
6,10,14,top_chord,5,106.51030205780306,52.5,1824.24375,2028.775,0.8,0.8,-335.9328135841853,-6.398720258746386,compression,3530.3940000000002,269.68287499999997,14878.894217642423,16547.09170109395,14878.894217642423,,0.802788129336514,44.29127973208175,49.257146167256515,0.802788129336514,0.803,compression_direct,compression_direct,primary,CRITICAL
95,48,52,top_chord,5,106.51030205780306,52.5,1824.24375,2028.775,0.8,0.8,-335.9299153531597,-6.398665054345899,compression,3530.3940000000002,269.68287499999997,14878.894217642423,16547.09170109395,14878.894217642423,,0.8027950553807782,44.29166185452818,49.25757113265176,0.8027950553807782,0.803,compression_direct,compression_direct,primary,CRITICAL
42,53,54,vertical,3,73.33333333333331,31.5,53.15625,128.625,1.0,1.0,-198.34238016950218,-6.296583497444513,compression,2118.2364,161.809725,585.3322847738007,1416.3596026625298,585.3322847738007,,0.8158101403326833,2.9511206040462925,7.140983190037941,0.8158101403326833,0.816,compression_direct,compression_direct,primary,CRITICAL
101,7,8,vertical,3,73.33333333333333,31.5,53.15625,128.625,1.0,1.0,-198.3410644700119,-6.296541729206727,compression,2118.2364,161.809725,585.3322847738003,1416.3596026625291,585.3322847738003,,0.8158155520258628,2.951140180364916,7.141030559895352,0.8158155520258628,0.816,compression_direct,compression_direct,primary,CRITICAL
107,31,32,vertical,3,220.0,31.5,53.15625,128.625,1.0,1.0,-76.86741746560035,-2.440235475098424,compression,2118.2364,161.809725,65.03692053042225,157.37328918472545,65.03692053042225,,2.1050495819299893,0.8460921763050973,2.047334155009865,0.8460921763050973,0.846,buckling_y,buckling_y,primary,CRITICAL
36,29,30,vertical,3,220.0,31.5,53.15625,128.625,1.0,1.0,-76.86736683339021,-2.4402338677266733,compression,2118.2364,161.809725,65.03692053042225,157.37328918472545,65.03692053042225,,2.1050509685172654,0.8460927336224433,2.047335503580233,0.8460927336224433,0.846,buckling_y,buckling_y,primary,CRITICAL
24,46,50,top_chord,5,106.51030205780306,52.5,1824.24375,2028.775,0.8,0.8,-299.30096996824335,-5.700970856537968,compression,3530.3940000000002,269.68287499999997,14878.894217642423,16547.09170109395,14878.894217642423,,0.9010424357415683,49.712148340919555,55.285793770897705,0.9010424357415683,0.901,compression_direct,compression_direct,primary,CRITICAL
77,12,16,top_chord,5,106.51030205780306,52.5,1824.24375,2028.775,0.8,0.8,-299.2976080713704,-5.700906820407055,compression,3530.3940000000002,269.68287499999997,14878.894217642423,16547.09170109395,14878.894217642423,,0.9010525568105826,49.712706738686684,55.286414775316665,0.9010525568105826,0.901,compression_direct,compression_direct,primary,CRITICAL
109,39,40,vertical,3,220.0,31.5,53.15625,128.625,1.0,1.0,-67.58094800543958,-2.1454269208076058,compression,2118.2364,161.809725,65.03692053042225,157.37328918472545,65.03692053042225,,2.3943097836830574,0.9623558480592406,2.328663533575446,0.9623558480592406,0.962,buckling_y,buckling_y,primary,CRITICAL
34,21,22,vertical,3,220.0,31.5,53.15625,128.625,1.0,1.0,-67.58029935488204,-2.145406328726414,compression,2118.2364,161.809725,65.03692053042225,157.37328918472545,65.03692053042225,,2.3943327647942825,0.9623650849620562,2.3286858845995435,0.9623650849620562,0.962,buckling_y,buckling_y,primary,CRITICAL
112,51,52,vertical,3,109.99999999999999,31.5,53.15625,128.625,1.0,1.0,-151.78242178509103,-4.81848958047908,compression,2118.2364,161.809725,260.14768212168906,629.4931567389019,260.14768212168906,,1.0660636659830518,1.7139513196727916,4.147338995751446,1.0660636659830518,1.066,compression_direct,compression_direct,primary,LOW_MARGIN
31,9,10,vertical,3,110.0,31.5,53.15625,128.625,1.0,1.0,-151.78024778667293,-4.818420564656283,compression,2118.2364,161.809725,260.147682121689,629.4931567389018,260.147682121689,,1.066078935563628,1.7139758691613578,4.147398399452174,1.066078935563628,1.066,compression_direct,compression_direct,primary,LOW_MARGIN
105,23,24,vertical,3,220.0,31.5,53.15625,128.625,1.0,1.0,-60.53202089427555,-1.9216514569611285,compression,2118.2364,161.809725,65.03692053042225,157.37328918472545,65.03692053042225,,2.673126101020397,1.0744217617319418,2.599835374067415,1.0744217617319418,1.074,buckling_y,buckling_y,primary,LOW_MARGIN
38,37,38,vertical,3,220.0,31.5,53.15625,128.625,1.0,1.0,-60.53137224372144,-1.9216308648800458,compression,2118.2364,161.809725,65.03692053042225,157.37328918472545,65.03692053042225,,2.6731547460793528,1.0744332751710934,2.5998632337473375,1.0744332751710934,1.074,buckling_y,buckling_y,primary,LOW_MARGIN
110,43,44,vertical,3,183.33333333333331,31.5,53.15625,128.625,1.0,1.0,-83.86502907271337,-2.662381875324234,compression,2118.2364,161.809725,93.65316556380807,226.6175364260047,93.65316556380807,,1.9294064139619667,1.116712968436559,2.702169652019328,1.116712968436559,1.117,buckling_y,buckling_y,primary,LOW_MARGIN
33,17,18,vertical,3,183.33333333333334,31.5,53.15625,128.625,1.0,1.0,-83.86406122416996,-2.6623511499736496,compression,2118.2364,161.809725,93.65316556380803,226.6175364260046,93.65316556380803,,1.9294286806297163,1.1167258560668991,2.7022008369026196,1.1167258560668991,1.117,buckling_y,buckling_y,primary,LOW_MARGIN
4,6,10,top_chord,5,106.51030205780306,52.5,1824.24375,2028.775,0.8,0.8,-228.18169367387904,-4.346317974740553,compression,3530.3940000000002,269.68287499999997,14878.894217642423,16547.09170109395,14878.894217642423,,1.1818777863286223,65.20634490033885,72.51717451419796,1.1818777863286223,1.182,compression_direct,compression_direct,primary,LOW_MARGIN
